"CUST_ID","LAST_NAME","FIRST_NAME","STREET_ADDRESS","POSTAL_CODE","CITY_ID","CITY","STATE_PROVINCE_ID","STATE_PROVINCE","COUNTRY_ID","COUNTRY","CONTINENT_ID","CONTINENT","AGE","COMMUTE_DISTANCE","CREDIT_BALANCE","EDUCATION","EMAIL","FULL_TIME","GENDER","HOUSEHOLD_SIZE","INCOME","INCOME_LEVEL","INSUFF_FUNDS_INCIDENTS","JOB_TYPE","LATE_MORT_RENT_PMTS","MARITAL_STATUS","MORTGAGE_AMT","NUM_CARS","NUM_MORTGAGES","PET","PROMOTION_RESPONSE","RENT_OWN","SEG","WORK_EXPERIENCE","YRS_CURRENT_EMPLOYER","YRS_CUSTOMER","YRS_RESIDENCE","ADDRESS_POINT","COUNTRY_CODE","USERNAME"
74,"Bray","Ina","100 S Hillcrest Blvd ","90301-1313",87744,"Inglewood",1134,"California",102,"United States",11,"North America",64,19,358,"High School","Ina.Bray@oraclemail.com","Yes","Female",2,18062,"A: Below 30,000",3,"Labor",2,"M",24621,2,1,"Cat",0,"Own",8,1,1,5,3,oracle.sql.STRUCT@4907a5bb,"US","guest729"
75,"Hewitt","Augustine","2450 W Ball Rd ","92804-5211",49174,"Anaheim",1134,"California",102,"United States",11,"North America",34,11,562,"Doctorate","Augustine.Hewitt@oraclemail.com","Yes","Male",1,113674,"F: 110,000 - 129,999",2,"Professional",2,"S",226000,1,1,"Dog",0,"Own",4,8,2,6,2,oracle.sql.STRUCT@7b01cda5,"US","guest268"
76,"Oneal","Brett","6621 Stephens Ranch Rd","91750",82141,"La Verne",1134,"California",102,"United States",11,"North America",37,25,115,"High School","Brett.Oneal@oraclemail.com","Yes","Male",1,54902,"C: 50,000 - 69,999",1,"Scientific",1,"S",238000,1,1,"Dog",0,"Own",4,1,1,2,1,oracle.sql.STRUCT@340af039,"US","guest407"
77,"Watanabe","Momoka","","",104733,"Ageo",1112,"Tokyo",128,"Japan",16,"Asia",60,2,311,"Associates","Momoka.Watanabe@oraclemail.com","No","Female",3,24730,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",9,14,13,8,16,oracle.sql.STRUCT@5c9cf335,"JP","guest1674"
78,"Gentileschi","Devamisra","131 SZENTMIHÁLYI ÚT","1152",61288,"BUDAPEST 15",1162,"",147,"Hungary",14,"Europe",20,0,0,"LessThanHS","Devamisra.Gentileschi@oraclemail.com","No","Male",4,13996,"A: Below 30,000",0,"Professional",0,"S",0,0,0,"Cat",0,"",1,4,0,2,20,oracle.sql.STRUCT@2842bf60,"HU","guest3789"
79,"Pankharia","Dash","35 PAULAY EDE UTCA","1061",11599,"BUDAPEST 6",1162,"",147,"Hungary",14,"Europe",65,3,366,"LessThanHS","Dash.Pankharia@oraclemail.com","Yes","Male",2,5769,"A: Below 30,000",0,"Skilled",0,"M",0,2,0,"Dog",0,"Rent",8,16,16,3,5,oracle.sql.STRUCT@5d5b3328,"HU","guest534"
80,"Maruyama","Kira","","",89211,"Oiso",1112,"Tokyo",128,"Japan",16,"Asia",23,28,450,"Associates","Kira.Maruyama@oraclemail.com","Yes","Male",1,23619,"A: Below 30,000",2,"Sales",2,"S",214000,1,1,"Dog",0,"Own",4,2,2,6,3,oracle.sql.STRUCT@3e338b82,"JP","guest196"
81,"Yamane","Kanakasundari","","",37110,"Saruhashi",1112,"Tokyo",128,"Japan",16,"Asia",37,1,1689,"High School","Kanakasundari.Yamane@oraclemail.com","Yes","Female",2,70037,"D: 70,000 - 89,999",1,"Labor",0,"M",290750,2,1,"Other",0,"Own",2,4,4,1,0.925,oracle.sql.STRUCT@50dc22a,"JP","guest28"
82,"Watanabe","Taisei","","",37130,"Shin-yoshidacho",1112,"Tokyo",128,"Japan",16,"Asia",55,11,101,"Doctorate","Taisei.Watanabe@oraclemail.com","Yes","Male",3,84849,"D: 70,000 - 89,999",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",9,20,15,10,5,oracle.sql.STRUCT@3889d454,"JP","guest2968"
83,"Anand","Efren","IKMÁNDI ÚT","2900",84303,"KOMÁROM",1162,"",147,"Hungary",14,"Europe",19,8,0,"Associates","Efren.Anand@oraclemail.com","Yes","Male",5,1270,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Dog",0,"",1,2,2,1,19,oracle.sql.STRUCT@3ccf721e,"HU","guest1316"
84,"Sunther","Aydan","4 KIKÖTÔ UTCA","8174",85944,"BALATONKENESE",1162,"",147,"Hungary",14,"Europe",69,2,91,"Associates","Aydan.Sunther@oraclemail.com","No","Female",1,10061,"A: Below 30,000",1,"Scientific",1,"S",0,1,0,"Cat",0,"Rent",9,28,4,2,9,oracle.sql.STRUCT@1e82819e,"HU","guest2184"
85,"Watanabe","Yui","","",11489,"Morokawa",1112,"Tokyo",128,"Japan",16,"Asia",73,-1,72,"Bachelors","Yui.Watanabe@oraclemail.com","","Female",2,32375,"B: 30,000 - 49,999",1,"Labor",1,"M",0,2,0,"Other",0,"Own",10,51,,8,8,oracle.sql.STRUCT@75750cf6,"JP","guest3749"
86,"Sokolov","Asvatthi","","",22852,"San Andres Ahuayucan",1110,"Distrito Federal",101,"Mexico",11,"North America",67,2,78,"Associates","Asvatthi.Sokolov@oraclemail.com","No","Male",1,22603,"A: Below 30,000",0,"Business",0,"S",150000,0,1,"Unknown",0,"Own",9,5,5,2,5,oracle.sql.STRUCT@3a84d78,"MX","guest1580"
87,"Hidaka","Haruka","","",11537,"Shimo-kodanaka",1112,"Tokyo",128,"Japan",16,"Asia",30,4,418,"Masters","Haruka.Hidaka@oraclemail.com","No","Female",2,102159,"E: 90,000 - 109,999",0,"Business",1,"S",0,1,0,"Unknown",0,"Rent",5,8,1,5,2,oracle.sql.STRUCT@44b09091,"JP","guest4567"
88,"Takahasi","Kira","","",24266,"Muraoka",1112,"Tokyo",128,"Japan",16,"Asia",31,4,356,"High School","Kira.Takahasi@oraclemail.com","Yes","Male",1,15611,"A: Below 30,000",1,"Business",1,"S",226000,1,1,"Dog",0,"Own",4,4,2,2,2,oracle.sql.STRUCT@4e3467e8,"JP","guest208"
89,"Yamada","Miu","","",74172,"Kanaya",1112,"Tokyo",128,"Japan",16,"Asia",63,0,231,"Bachelors","Miu.Yamada@oraclemail.com","No","Female",1,78159,"D: 70,000 - 89,999",0,"Professional",0,"S",130000,1,1,"Unknown",0,"Own",9,22,7,2,7,oracle.sql.STRUCT@137bc064,"JP","guest2024"
90,"Shimizu","Aoi","","",100379,"Node",1112,"Tokyo",128,"Japan",16,"Asia",65,0,372,"Bachelors","Aoi.Shimizu@oraclemail.com","Yes","Female",2,30411,"B: 30,000 - 49,999",3,"Services",1,"M",0,2,0,"Dog",0,"Own",8,24,8,3,27,oracle.sql.STRUCT@52f98cfe,"JP","guest528"
91,"Abe","Yuuto","","",50711,"Nebukawa",1112,"Tokyo",128,"Japan",16,"Asia",71,-1,9,"LessThanHS","Yuuto.Abe@oraclemail.com","","Male",1,62071,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Own",10,20,,17,7,oracle.sql.STRUCT@120daa28,"JP","guest4703"
92,"Koga","Haruki","","",11509,"Kami-nakaze",1112,"Tokyo",128,"Japan",16,"Asia",61,5,224,"Doctorate","Haruki.Koga@oraclemail.com","Yes","Male",2,80987,"D: 70,000 - 89,999",1,"Sales",0,"M",2167,2,1,"Other",0,"Own",8,10,10,10,3,oracle.sql.STRUCT@7feb94a6,"JP","guest490"
93,"Arai","Kakeru","","",82992,"Sawara",1112,"Tokyo",128,"Japan",16,"Asia",53,18,24,"LessThanHS","Kakeru.Arai@oraclemail.com","Yes","Male",1,919,"A: Below 30,000",0,"Professional",1,"S",280000,1,1,"Unknown",0,"Own",6,5,2,8,18,oracle.sql.STRUCT@325e03df,"JP","guest3847"
94,"Arakaki","Miyuu","","",11522,"Goi",1112,"Tokyo",128,"Japan",16,"Asia",19,8,0,"Associates","Miyuu.Arakaki@oraclemail.com","Yes","Female",8,29000,"A: Below 30,000",0,"Business",0,"M",0,1,0,"Other",0,"Rent",1,4,2,3,2,oracle.sql.STRUCT@2c5ef716,"JP","guest1703"
95,"Sugiyama","Tiaga","","",70182,"Kasukabe",1112,"Tokyo",128,"Japan",16,"Asia",69,-1,121,"High School","Tiaga.Sugiyama@oraclemail.com","","Male",1,50730,"C: 50,000 - 69,999",0,"Skilled",0,"S",0,1,0,"Unknown",0,"Rent",9,9,,0,4,oracle.sql.STRUCT@53fd445f,"JP","guest1593"
96,"Matsumoto","Kira","","",70186,"Katakai",1112,"Tokyo",128,"Japan",16,"Asia",42,9,74,"Doctorate","Kira.Matsumoto@oraclemail.com","Yes","Male",4,79881,"D: 70,000 - 89,999",0,"Clerical",0,"M",90000,1,1,"Cat",0,"Own",6,10,10,9,9,oracle.sql.STRUCT@7090b422,"JP","guest3013"
97,"Tanaka","Masato","","",24248,"Ishige",1112,"Tokyo",128,"Japan",16,"Asia",69,7,121,"High School","Masato.Tanaka@oraclemail.com","Yes","Male",2,57768,"C: 50,000 - 69,999",3,"Business",2,"M",0,2,0,"Cat",0,"Rent",8,21,2,4,5,oracle.sql.STRUCT@32921114,"JP","guest464"
98,"Hamada","Yamato","","",86621,"Ryogoku",1112,"Tokyo",128,"Japan",16,"Asia",63,6,201,"LessThanHS","Yamato.Hamada@oraclemail.com","Yes","Male",2,46598,"B: 30,000 - 49,999",2,"Business",1,"M",0,2,0,"Dog",0,"Own",8,20,20,3,3,oracle.sql.STRUCT@69afa617,"JP","guest688"
99,"Hayashi","Yui","","",72194,"Kurihashi",1112,"Tokyo",128,"Japan",16,"Asia",60,13,112,"High School","Yui.Hayashi@oraclemail.com","No","Female",2,1088,"A: Below 30,000",2,"Clerical",2,"M",0,2,0,"Cat",0,"Rent",8,18,17,12,2,oracle.sql.STRUCT@5049c8c1,"JP","guest476"
100,"Kai","Haruka","","",91806,"Konosu",1112,"Tokyo",128,"Japan",16,"Asia",76,-1,166,"High School","Haruka.Kai@oraclemail.com","","Female",2,45974,"B: 30,000 - 49,999",0,"None",0,"M",0,2,0,"Other",0,"Own",10,6,,12,2,oracle.sql.STRUCT@250d574e,"JP","guest3839"
101,"Yamashita","Miu","","",37068,"Fukuoka",1112,"Tokyo",128,"Japan",16,"Asia",67,17,338,"Doctorate","Miu.Yamashita@oraclemail.com","No","Female",2,90691,"E: 90,000 - 109,999",0,"Services",0,"M",0,2,0,"Other",0,"Rent",8,27,3,4,4,oracle.sql.STRUCT@735f84a,"JP","guest869"
102,"Inoue","Honoka","","",24280,"Takahagi",1112,"Tokyo",128,"Japan",16,"Asia",67,2,97,"Associates","Honoka.Inoue@oraclemail.com","No","Female",1,63549,"C: 50,000 - 69,999",0,"Skilled",0,"S",0,0,0,"Unknown",0,"Rent",9,36,3,8,3,oracle.sql.STRUCT@13be79a5,"JP","guest2015"
103,"Ochi","Miku","","",37086,"Hanyu",1112,"Tokyo",128,"Japan",16,"Asia",19,2,0,"Associates","Miku.Ochi@oraclemail.com","No","Female",6,13420,"A: Below 30,000",0,"Professional",0,"S",0,0,0,"Unknown",0,"",1,4,2,0,19,oracle.sql.STRUCT@dafb4d3,"JP","guest2182"
104,"Suzuki","Masato","","",111698,"Toyoda",1112,"Tokyo",128,"Japan",16,"Asia",61,14,383,"Associates","Masato.Suzuki@oraclemail.com","Yes","Male",2,71774,"D: 70,000 - 89,999",2,"Services",3,"M",0,2,0,"Unknown",0,"Rent",8,12,7,2,3,oracle.sql.STRUCT@4257250f,"JP","guest471"
105,"Yamane","Shouta","","",24276,"Takahama",1112,"Tokyo",128,"Japan",16,"Asia",67,2,437,"Doctorate","Shouta.Yamane@oraclemail.com","Yes","Male",2,112875,"F: 110,000 - 129,999",0,"Skilled",0,"M",0,2,0,"Other",0,"Own",8,17,3,11,28,oracle.sql.STRUCT@6a0872a7,"JP","guest492"
106,"Kudo","Miyu","","",11528,"Ichinomiya",1112,"Tokyo",128,"Japan",16,"Asia",63,4,427,"Masters","Miyu.Kudo@oraclemail.com","Yes","Female",2,76235,"D: 70,000 - 89,999",1,"Business",2,"M",32191,2,1,"Cat",0,"Own",8,10,10,8,3,oracle.sql.STRUCT@a9b4d12,"JP","guest877"
107,"Hayashi","Misaki","","",11502,"Odawaracho",1112,"Tokyo",128,"Japan",16,"Asia",66,0,150,"LessThanHS","Misaki.Hayashi@oraclemail.com","No","Female",1,14694,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,32,2,9,7,oracle.sql.STRUCT@7ae269be,"JP","guest1041"
108,"Abe","Haruto","","",54003,"Mutsuuracho",1112,"Tokyo",128,"Japan",16,"Asia",51,16,412,"High School","Haruto.Abe@oraclemail.com","Yes","Male",6,19574,"A: Below 30,000",1,"Business",2,"M",290000,1,1,"Cat",0,"Own",6,20,8,9,19,oracle.sql.STRUCT@16644b0,"JP","guest3642"
109,"Saito","Tsubasa","","",24304,"Hasunuma",1112,"Tokyo",128,"Japan",16,"Asia",61,-1,427,"High School","Tsubasa.Saito@oraclemail.com","","Male",2,47423,"B: 30,000 - 49,999",1,"Scientific",0,"M",16283,2,1,"Cat",0,"Own",8,21,,1,3,oracle.sql.STRUCT@28528371,"JP","guest491"
110,"Mori","Hiroto","","",95457,"Nadono",1112,"Tokyo",128,"Japan",16,"Asia",49,19,149,"Associates","Hiroto.Mori@oraclemail.com","Yes","Male",1,28100,"A: Below 30,000",2,"Business",2,"S",0,1,0,"Unknown",0,"Rent",6,15,4,5,17,oracle.sql.STRUCT@7871a8b4,"JP","guest3103"
111,"Takahashi","Hayato","","",11528,"Ichinomiya",1112,"Tokyo",128,"Japan",16,"Asia",33,1,450,"High School","Hayato.Takahashi@oraclemail.com","Yes","Male",2,43876,"B: 30,000 - 49,999",1,"Business",0,"M",291750,2,1,"Other",0,"Own",2,11,7,1,0.825,oracle.sql.STRUCT@11b7819d,"JP","guest415"
112,"Nishimura","Kira","","",72770,"Sekimoto-naka",1112,"Tokyo",128,"Japan",16,"Asia",39,26,3,"High School","Kira.Nishimura@oraclemail.com","Yes","Male",1,8590,"A: Below 30,000",1,"Business",1,"S",226000,1,1,"Dog",0,"Own",4,20,2,2,2,oracle.sql.STRUCT@224714df,"JP","guest174"
113,"Takahasi","Miyu","","",91617,"Haraichi",1112,"Tokyo",128,"Japan",16,"Asia",57,7,34,"Masters","Miyu.Takahasi@oraclemail.com","Yes","Female",2,78601,"D: 70,000 - 89,999",0,"Skilled",0,"S",0,1,0,"Unknown",0,"Rent",9,23,8,3,16,oracle.sql.STRUCT@1eb252ed,"JP","guest1146"
114,"Ter-Harutuinian","Samad","DALE STREET","DE14 3",37262,"BURTON UPON TRENT",1113,"",129,"United Kingdom",14,"Europe",60,0,498,"LessThanHS","Samad.Ter-Harutuinian@oraclemail.com","No","Male",1,61973,"C: 50,000 - 69,999",0,"Professional",0,"S",150000,1,1,"Unknown",0,"Own",9,30,13,8,5,oracle.sql.STRUCT@6bf37d87,"GB","guest1473"
115,"Mollaret","Shreya","43 HIGHFIELD ROAD","FY4 2",68700,"BLACKPOOL AIRPORT",1113,"",129,"United Kingdom",14,"Europe",55,13,1,"Masters","Shreya.Mollaret@oraclemail.com","Yes","Female",2,105802,"E: 90,000 - 109,999",1,"Clerical",1,"S",70000,1,1,"Cat",0,"Own",9,13,9,4,13,oracle.sql.STRUCT@4665b20d,"GB","guest1727"
116,"Gurtrich","Iksana","465 PINKSTON ROAD","G21 1",11811,"GLASGOW",1113,"",129,"United Kingdom",14,"Europe",39,21,812,"LessThanHS","Iksana.Gurtrich@oraclemail.com","Yes","Male",1,42467,"B: 30,000 - 49,999",0,"Professional",0,"S",238000,1,1,"Unknown",0,"Own",4,18,1,1,1,oracle.sql.STRUCT@5c9ea7f2,"GB","guest305"
117,"Radondo","Kenneth","23 KELLIE PLACE","FK10 2",89648,"ALLOA",1113,"",129,"United Kingdom",14,"Europe",43,1,180,"Bachelors","Kenneth.Radondo@oraclemail.com","Yes","Male",1,97844,"E: 90,000 - 109,999",0,"Labor",0,"S",100000,1,1,"Unknown",0,"Own",6,4,4,10,10,oracle.sql.STRUCT@50b7a3b6,"GB","guest1118"
118,"Kinney","Joaquin","15505 Sand Canyon Ave Bldg. B - 3rd Floor","92618",10756,"Irvine",1134,"California",102,"United States",11,"North America",78,-1,89,"Associates","Joaquin.Kinney@oraclemail.com","","Male",1,55581,"C: 50,000 - 69,999",0,"Professional",0,"S",0,1,0,"Unknown",0,"Own",10,51,,13,36,oracle.sql.STRUCT@20d8e362,"US","guest3689"
119,"Brewer","Consuelo","Po Box 147","93066",107035,"Somis",1134,"California",102,"United States",11,"North America",54,2,386,"Doctorate","Consuelo.Brewer@oraclemail.com","No","Female",4,93841,"E: 90,000 - 109,999",0,"Professional",0,"M",0,3,0,"Cat",0,"Rent",7,23,1,3,6,oracle.sql.STRUCT@4bc6d8ae,"US","guest3521"
120,"Burnett","Lavern","3801 Katella Ave Ste 101","90720",10758,"Los Alamitos",1134,"California",102,"United States",11,"North America",55,1,310,"Masters","Lavern.Burnett@oraclemail.com","Yes","Male",2,84945,"D: 70,000 - 89,999",0,"Professional",0,"M",0,2,0,"Cat",0,"Own",8,23,7,2,22,oracle.sql.STRUCT@624e4713,"US","guest864"
121,"Tillman","Brandie","7240 Hayvenhurst Ave ","91406",83622,"Van Nuys",1134,"California",102,"United States",11,"North America",17,-1,0,"LessThanHS","Brandie.Tillman@oraclemail.com","","Female",10,35902,"B: 30,000 - 49,999",0,"Services",0,"S",0,0,0,"Unknown",0,"",1,2,,0,17,oracle.sql.STRUCT@f89f2ff,"US","guest1994"
122,"Riggs","Erwin","9601 Foothill Blvd","91342",79109,"Sylmar",1134,"California",102,"United States",11,"North America",19,4,0,"High School","Erwin.Riggs@oraclemail.com","No","Male",4,9470,"A: Below 30,000",0,"Professional",0,"S",0,0,0,"Cat",0,"",1,1,1,2,19,oracle.sql.STRUCT@682dc39f,"US","guest1235"
123,"Macias","Candace","11095 Knott Ave Ste L","90630-5136",10757,"Cypress",1134,"California",102,"United States",11,"North America",66,4,451,"High School","Candace.Macias@oraclemail.com","No","Female",2,19350,"A: Below 30,000",0,"Professional",0,"M",0,2,0,"Cat",0,"Own",8,48,5,5,3,oracle.sql.STRUCT@1553659c,"US","guest740"
124,"Peck","Bettye","719 North A Street","93031",101110,"Oxnard",1134,"California",102,"United States",11,"North America",55,14,386,"Associates","Bettye.Peck@oraclemail.com","No","Female",2,72782,"D: 70,000 - 89,999",0,"Business",0,"M",0,2,0,"Other",0,"Rent",8,16,5,0,4,oracle.sql.STRUCT@535cefa,"US","guest890"
125,"Mckee","Taylor","5999 Topanga Canyon Blvd","91367",10754,"Woodland Hills",1134,"California",102,"United States",11,"North America",46,30,170,"Doctorate","Taylor.Mckee@oraclemail.com","Yes","Male",7,77841,"D: 70,000 - 89,999",0,"Scientific",0,"M",460000,2,2,"Dog",0,"Own",6,4,4,4,9,oracle.sql.STRUCT@456bdaa9,"US","guest1331"
126,"Soto","Harjinder","","",36220,"Alejandro Petion",1138,"Buenos Aires",158,"Argentina",13,"South America",23,12,165,"Masters","Harjinder.Soto@oraclemail.com","Yes","Male",1,63199,"C: 50,000 - 69,999",1,"Services",1,"S",0,1,0,"Unknown",0,"Rent",4,1,1,5,2,oracle.sql.STRUCT@435cd8a0,"AR","guest155"
127,"Fernandez","Pavel","","",36169,"Conchillas",1138,"Buenos Aires",158,"Argentina",13,"South America",49,11,451,"High School","Pavel.Fernandez@oraclemail.com","Yes","Male",3,59423,"C: 50,000 - 69,999",1,"Professional",3,"M",130000,2,2,"Other",0,"Own",6,24,6,6,16,oracle.sql.STRUCT@4dad2ad2,"AR","guest1401"
128,"Santos","Citrajyoti","","",104224,"Llavallol",1138,"Buenos Aires",158,"Argentina",13,"South America",65,3,387,"Bachelors","Citrajyoti.Santos@oraclemail.com","Yes","Female",1,31664,"B: 30,000 - 49,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,14,14,4,8,oracle.sql.STRUCT@66446f83,"AR","guest1773"
129,"Yates","Augustine","770 Wilshire Boulevard","90017",79886,"Los Angeles",1134,"California",102,"United States",11,"North America",71,-1,176,"Doctorate","Augustine.Yates@oraclemail.com","","Male",2,93279,"E: 90,000 - 109,999",0,"Sales",0,"M",0,1,0,"Cat",0,"Own",10,26,,11,1,oracle.sql.STRUCT@7de14f70,"US","guest3306"
130,"Duncan","Albert","888 North Main Street","92701",23311,"Santa Ana",1134,"California",102,"United States",11,"North America",54,25,376,"Masters","Albert.Duncan@oraclemail.com","Yes","Male",1,41726,"B: 30,000 - 49,999",1,"Business",2,"S",0,1,0,"Unknown",0,"Rent",6,32,3,1,19,oracle.sql.STRUCT@58dd01b4,"US","guest2976"
131,"Wilson","Kris","448 Computer Science","92697",10756,"Irvine",1134,"California",102,"United States",11,"North America",19,10,0,"High School","Kris.Wilson@oraclemail.com","Yes","Male",6,13625,"A: Below 30,000",1,"Labor",0,"S",0,1,0,"Dog",0,"",1,6,1,1,19,oracle.sql.STRUCT@7c825bc7,"US","guest3302"
132,"Lewis","Adriana","2000 Main St ","92648-2702",66520,"Huntington Beach",1134,"California",102,"United States",11,"North America",65,18,450,"Bachelors","Adriana.Lewis@oraclemail.com","Yes","Female",1,90052,"E: 90,000 - 109,999",0,"Business",0,"S",140000,1,1,"Unknown",0,"Own",9,4,4,7,6,oracle.sql.STRUCT@39ff1ba3,"US","guest1404"
133,"Oshiro","Hayato","","",37084,"Shinozu",1112,"Tokyo",128,"Japan",16,"Asia",62,6,114,"Bachelors","Hayato.Oshiro@oraclemail.com","Yes","Male",2,112643,"F: 110,000 - 129,999",0,"Business",1,"M",0,2,0,"Dog",0,"Own",8,24,24,9,27,oracle.sql.STRUCT@4e124923,"JP","guest654"
134,"Oshiro","Roger","","",89305,"Iwada",1112,"Tokyo",128,"Japan",16,"Asia",29,37,98,"Doctorate","Roger.Oshiro@oraclemail.com","Yes","Male",1,72825,"D: 70,000 - 89,999",2,"Business",2,"S",214000,1,1,"Dog",0,"Own",4,10,3,6,3,oracle.sql.STRUCT@7ef231f4,"JP","guest59"
135,"Oshiro","Miku","","",24276,"Takahama",1112,"Tokyo",128,"Japan",16,"Asia",17,-1,0,"LessThanHS","Miku.Oshiro@oraclemail.com","","Female",9,24241,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Other",0,"",1,4,,3,17,oracle.sql.STRUCT@10c0018e,"JP","guest1254"
136,"Saito","Shou","","",98683,"Wada",1112,"Tokyo",128,"Japan",16,"Asia",67,2,5,"Associates","Shou.Saito@oraclemail.com","No","Male",1,44182,"B: 30,000 - 49,999",0,"Sales",0,"S",0,1,0,"Unknown",0,"Rent",9,46,1,10,13,oracle.sql.STRUCT@51232236,"JP","guest1640"
137,"Maruyama","Ayaka","","",75717,"Obata",1112,"Tokyo",128,"Japan",16,"Asia",29,8,171,"Bachelors","Ayaka.Maruyama@oraclemail.com","Yes","Female",3,81747,"D: 70,000 - 89,999",1,"Business",0,"M",0,2,0,"Other",0,"Rent",3,3,2,2,1,oracle.sql.STRUCT@da43260,"JP","guest4167"
138,"Suzuki","Tiaga","","",110260,"Futto",1112,"Tokyo",128,"Japan",16,"Asia",39,34,471,"LessThanHS","Tiaga.Suzuki@oraclemail.com","Yes","Male",1,48094,"B: 30,000 - 49,999",0,"Business",0,"S",202000,1,1,"Unknown",0,"Own",4,17,9,1,4,oracle.sql.STRUCT@6236dfb1,"JP","guest401"
139,"Kai","Honoka","","",37097,"Ushiku",1112,"Tokyo",128,"Japan",16,"Asia",56,19,481,"High School","Honoka.Kai@oraclemail.com","Yes","Female",2,1116,"A: Below 30,000",1,"Labor",0,"M",1524,2,1,"Cat",0,"Own",8,34,14,9,22,oracle.sql.STRUCT@72ea7e08,"JP","guest919"
140,"Nakajima","Kira","","",88114,"Urayasu",1112,"Tokyo",128,"Japan",16,"Asia",55,10,472,"Masters","Kira.Nakajima@oraclemail.com","Yes","Male",2,50724,"C: 50,000 - 69,999",0,"Skilled",0,"S",0,0,0,"Unknown",0,"Rent",9,16,16,12,5,oracle.sql.STRUCT@3a10c0f1,"JP","guest2477"
141,"Sakamoto","Shouta","","",68932,"Iwai",1112,"Tokyo",128,"Japan",16,"Asia",45,17,296,"Associates","Shouta.Sakamoto@oraclemail.com","Yes","Male",4,39504,"B: 30,000 - 49,999",0,"Business",0,"M",0,1,0,"Unknown",0,"Rent",6,23,15,7,17,oracle.sql.STRUCT@160bc2e1,"JP","guest3209"
142,"Abe","Mitsuki","","",37071,"Kuzuu",1112,"Tokyo",128,"Japan",16,"Asia",79,-1,38,"Doctorate","Mitsuki.Abe@oraclemail.com","","Female",2,97896,"E: 90,000 - 109,999",0,"Labor",0,"M",0,2,0,"Other",0,"Own",10,16,,12,2,oracle.sql.STRUCT@42945cc6,"JP","guest2349"
143,"Floray","Ravindra","","",35619,"Jagueyes",1110,"Distrito Federal",101,"Mexico",11,"North America",68,2,85,"Associates","Ravindra.Floray@oraclemail.com","No","Male",1,41771,"B: 30,000 - 49,999",0,"Business",0,"S",170000,1,1,"Unknown",0,"Own",9,42,3,2,3,oracle.sql.STRUCT@632f70a2,"MX","guest1274"
144,"Kinjo","Alejandro","","",66105,"Sano",1112,"Tokyo",128,"Japan",16,"Asia",22,19,410,"Associates","Alejandro.Kinjo@oraclemail.com","Yes","Male",1,14168,"A: Below 30,000",2,"Scientific",2,"S",0,1,0,"Unknown",0,"Rent",4,1,1,3,3,oracle.sql.STRUCT@5f84337e,"JP","guest94"
145,"Salvarani","Mei-Shio","BODROGKERESZTÚRI ÚT","3910",24331,"TOKAJ",1162,"",147,"Hungary",14,"Europe",55,16,304,"High School","Mei-Shio.Salvarani@oraclemail.com","Yes","Female",2,31603,"B: 30,000 - 49,999",1,"Business",0,"M",6207,2,1,"Cat",0,"Own",8,24,24,10,3,oracle.sql.STRUCT@17d0eea5,"HU","guest678"
146,"Olinger","Elisa","82 ST ALDATES","OX1 1",37324,"OXFORD",1113,"",129,"United Kingdom",14,"Europe",44,5,68,"Associates","Elisa.Olinger@oraclemail.com","Yes","Female",3,2167,"A: Below 30,000",2,"Professional",2,"S",0,1,0,"Cat",0,"Rent",7,20,12,3,17,oracle.sql.STRUCT@7742f2f5,"GB","guest3191"
147,"Unknown","Aramui","WILLIAM STREET","BT48 9",100035,"LONDONDERRY",1113,"",129,"United Kingdom",14,"Europe",48,0,386,"Doctorate","Aramui.Unknown@oraclemail.com","","Female",7,79653,"D: 70,000 - 89,999",0,"Business",0,"M",460000,3,2,"Unknown",0,"Own",7,4,,4,9,oracle.sql.STRUCT@6f7026df,"GB","guest1458"
148,"Loquinaire","Bandhumati","ESPLANADE","PR8 2",37382,"SOUTHPORT",1113,"",129,"United Kingdom",14,"Europe",73,-1,6,"LessThanHS","Bandhumati.Loquinaire@oraclemail.com","","Female",1,5769,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",10,22,,19,9,oracle.sql.STRUCT@1111f78c,"GB","guest4532"
